OS; CVE; PUBLIC_DATE; AUTHENTICATION; COMPLEXITY; VECTOR; CVSS; CWE; AVAILABILITY; CONFIDENTIALITY; INTEGRITY; SUMMARY;
MacOS; CVE-2018-4383; 2019-04-03 14:29:12.173000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved state management. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4435; 2019-04-03 14:29:15.627000; NONE; MEDIUM; NETWORK; 6.8;CWE-20;PARTIAL;PARTIAL;PARTIAL;A logic issue was addressed with improved restrictions. This issue affected versions prior to iOS 12.1.1, macOS Mojave 10.14.2, tvOS 12.1.1, watchOS 5.1.2.;
MacOS; CVE-2018-4354; 2019-04-03 14:29:09.767000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4280; 2019-04-03 14:29:05.063000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 11.4.1, macOS High Sierra 10.13.6, tvOS 11.4.1, watchOS 4.3.2.;
MacOS; CVE-2017-7151; 2019-04-03 14:29:00.503000; NONE; HIGH; NETWORK; 5.1;CWE-362;PARTIAL;PARTIAL;PARTIAL;A race condition was addressed with additional validation. This issue affected versions prior to iOS 11.2, macOS High Sierra 10.13.2, tvOS 11.2, watchOS 4.2, iTunes 12.7.2 for Windows, macOS High Sierra 10.13.4.;
MacOS; CVE-2018-4426; 2019-04-03 14:29:15.237000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4126; 2019-04-03 14:29:02.080000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5, iTunes 12.9 for Windows, iCloud for Windows 7.7.;
MacOS; CVE-2018-4427; 2019-04-03 14:29:15.347000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to: iOS 12.1, watchOS 5.1.2, tvOS 12.1.1, macOS High Sierra 10.13.6 Security Update 2018-003 High Sierra, macOS Sierra 10.12.6 Security Update 2018-006.;
MacOS; CVE-2018-4449; 2019-04-03 14:29:16.860000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.2.;
MacOS; CVE-2018-4456; 2019-04-03 14:29:16.940000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved input validation. This issue affected versions prior to macOS High Sierra 10.13.6, macOS Mojave 10.14.;
MacOS; CVE-2018-4461; 2019-04-03 14:29:17.067000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved input validation. This issue affected versions prior to iOS 12.1.1, macOS Mojave 10.14.2, tvOS 12.1.1, watchOS 5.1.2.;
MacOS; CVE-2018-4419; 2019-04-03 14:29:14.753000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12.1, macOS Mojave 10.14.1, tvOS 12.1, watchOS 5.1.;
MacOS; CVE-2018-4462; 2019-04-03 14:29:17.190000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;PARTIAL;NONE;A validation issue was addressed with improved input sanitization. This issue affected versions prior to macOS Mojave 10.14.2.;
MacOS; CVE-2018-4463; 2019-04-03 14:29:17.237000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.2.;
MacOS; CVE-2018-4434; 2019-04-03 14:29:15.580000; NONE; LOW; LOCAL; 6.6;CWE-125;COMPLETE;COMPLETE;NONE;An out-of-bounds read was addressed with improved input validation. This issue affected versions prior to macOS Mojave 10.14.2.;
MacOS; CVE-2018-4447; 2019-04-03 14:29:16.800000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved state management. This issue affected versions prior to iOS 12.1.1, macOS Mojave 10.14.2, tvOS 12.1.1, watchOS 5.1.2.;
MacOS; CVE-2018-4450; 2019-04-03 14:29:16.907000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.2.;
MacOS; CVE-2018-4465; 2019-04-03 14:29:17.423000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12.1.1, macOS Mojave 10.14.2, tvOS 12.1.1, watchOS 5.1.2.;
MacOS; CVE-2018-4368; 2019-04-03 14:29:10.813000; SINGLE_INSTANCE; LOW; NETWORK; 4.0;CWE-20;PARTIAL;NONE;NONE;A denial of service issue was addressed with improved validation. This issue affected versions prior to iOS 12.1, macOS Mojave 10.14.1, tvOS 12.1, watchOS 5.1.;
MacOS; CVE-2018-4470; 2019-04-03 14:29:17.470000; NONE; MEDIUM; NETWORK; 4.3;CWE-254;NONE;PARTIAL;NONE;A privacy issue in the handling of Open Directory records was addressed with improved indexing. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4413; 2019-04-03 14:29:14.220000; NONE; MEDIUM; NETWORK; 7.1;CWE-119;NONE;COMPLETE;NONE;A memory initialization issue was addressed with improved memory handling. This issue affected versions prior to iOS 12.1, macOS Mojave 10.14.1, tvOS 12.1, watchOS 5.1.;
MacOS; CVE-2018-4411; 2019-04-03 14:29:13.970000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved input validation. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4402; 2019-04-03 14:29:13.503000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4403; 2019-04-03 14:29:13.550000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;This issue was addressed by removing additional entitlements. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4399; 2019-04-03 14:29:13.237000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;PARTIAL;NONE;An access issue existed with privileged API calls. This issue was addressed with additional restrictions. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4389; 2019-04-03 14:29:12.533000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;NONE;PARTIAL;An inconsistent user interface issue was addressed with improved state management. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4431; 2019-04-03 14:29:15.503000; NONE; LOW; LOCAL; 4.9;CWE-200;NONE;COMPLETE;NONE;A memory initialization issue was addressed with improved memory handling. This issue affected versions prior to iOS 12.1.1, macOS Mojave 10.14.2, tvOS 12.1.1, watchOS 5.1.2.;
MacOS; CVE-2018-4398; 2019-04-03 14:29:13.080000; NONE; LOW; NETWORK; 5.0;CWE-20;NONE;NONE;PARTIAL;An issue existed in the method for determining prime numbers. This issue was addressed by using pseudorandom bases for testing of primes. This issue affected versions prior to iOS 12.1, macOS Mojave 10.14.1, tvOS 12.1, watchOS 5.1, iTunes 12.9.1, iCloud for Windows 7.8.;
MacOS; CVE-2018-4414; 2019-04-03 14:29:14.300000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved input validation. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5, iTunes 12.9 for Windows, iCloud for Windows 7.7.;
MacOS; CVE-2018-4394; 2019-04-03 14:29:12.767000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved input validation. This issue affected versions prior to iOS 12.1, macOS Mojave 10.14.1, tvOS 12.1, watchOS 5.1, iTunes 12.9.1.;
MacOS; CVE-2018-4415; 2019-04-03 14:29:14.423000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4421; 2019-04-03 14:29:14.957000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory initialization issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4355; 2019-04-03 14:29:09.877000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;A configuration issue was addressed with additional restrictions. This issue affected versions prior to iOS 12, macOS Mojave 10.14.;
MacOS; CVE-2018-4410; 2019-04-03 14:29:13.923000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved input validation. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4422; 2019-04-03 14:29:15.017000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4423; 2019-04-03 14:29:15.050000; NONE; MEDIUM; NETWORK; 6.8;CWE-20;PARTIAL;PARTIAL;PARTIAL;A logic issue was addressed with improved validation. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4424; 2019-04-03 14:29:15.097000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A buffer overflow was addressed with improved size validation. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4336; 2019-04-03 14:29:08.550000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4369; 2019-04-03 14:29:10.907000; NONE; LOW; NETWORK; 5.0;CWE-20;NONE;PARTIAL;NONE;A logic issue was addressed with improved state management. This issue affected versions prior to iOS 12.1, macOS Mojave 10.14.1, tvOS 12.1, watchOS 5.1.;
MacOS; CVE-2018-4293; 2019-04-03 14:29:05.737000; NONE; LOW; NETWORK; 5.0;CWE-20;NONE;PARTIAL;NONE;A cookie management issue was addressed with improved checks. This issue affected versions prior to iOS 11.4.1, macOS High Sierra 10.13.6, tvOS 11.4.1, watchOS 4.3.2, iTunes 12.8 for Windows, iCloud for Windows 7.6.;
MacOS; CVE-2018-4396; 2019-04-03 14:29:12.987000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;PARTIAL;NONE;A validation issue was addressed with improved input sanitization. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4393; 2019-04-03 14:29:12.720000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4417; 2019-04-03 14:29:14.643000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;PARTIAL;NONE;A validation issue was addressed with improved input sanitization. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4418; 2019-04-03 14:29:14.690000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;PARTIAL;NONE;A validation issue was addressed with improved input sanitization. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4400; 2019-04-03 14:29:13.330000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;PARTIAL;NONE;NONE;A validation issue was addressed with improved logic. This issue affected versions prior to iOS 12.1, macOS Mojave 10.14.1, watchOS 5.1.;
MacOS; CVE-2018-4406; 2019-04-03 14:29:13.580000; SINGLE_INSTANCE; LOW; NETWORK; 4.0;CWE-20;PARTIAL;NONE;NONE;A denial of service issue was addressed with improved validation. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4346; 2019-04-03 14:29:09.377000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;PARTIAL;NONE;A validation issue existed which allowed local file access. This was addressed with input sanitization. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4407; 2019-04-03 14:29:13.610000; SINGLE_INSTANCE; LOW; NETWORK; 6.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved validation. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4337; 2019-04-03 14:29:08.643000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4408; 2019-04-03 14:29:13.720000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved input validation This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4341; 2019-04-03 14:29:08.907000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4334; 2019-04-03 14:29:08.457000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4338; 2019-04-03 14:29:08.753000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;NONE;PARTIAL;NONE;A validation issue was addressed with improved input sanitization. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4342; 2019-04-03 14:29:09.033000; NONE; LOW; LOCAL; 2.1;CWE-20;NONE;NONE;PARTIAL;A configuration issue was addressed with additional restrictions. This issue affected versions prior to macOS Mojave 10.14.1.;
MacOS; CVE-2018-4351; 2019-04-03 14:29:09.673000; NONE; MEDIUM; NETWORK; 4.3;CWE-399;NONE;PARTIAL;NONE;A memory initialization issue was addressed with improved memory handling. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4347; 2019-04-03 14:29:09.423000; NONE; MEDIUM; NETWORK; 6.8;CWE-416;PARTIAL;PARTIAL;PARTIAL;A use after free issue was addressed with improved memory management. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5, iTunes 12.9 for Windows, iCloud for Windows 7.7.;
MacOS; CVE-2018-4350; 2019-04-03 14:29:09.627000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved input validation. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4348; 2019-04-03 14:29:09.563000; NONE; LOW; LOCAL; 2.1;CWE-20;PARTIAL;NONE;NONE;A validation issue was addressed with improved logic. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4283; 2019-04-03 14:29:05.220000; NONE; LOW; LOCAL; 4.9;CWE-200;NONE;COMPLETE;NONE;An out-of-bounds read issue existed that led to the disclosure of kernel memory. This was addressed with improved input validation. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4308; 2019-04-03 14:29:06.457000; NONE; MEDIUM; NETWORK; 4.3;CWE-125;NONE;PARTIAL;NONE;An out-of-bounds read was addressed with improved bounds checking. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4303; 2019-04-03 14:29:06.063000; NONE; MEDIUM; NETWORK; 6.8;CWE-20;PARTIAL;PARTIAL;PARTIAL;An input validation issue was addressed with improved input validation. This issue affected versions prior to macOS Mojave 10.14, iOS 12.1.1, macOS Mojave 10.14.2, tvOS 12.1.1, watchOS 5.1.2.;
MacOS; CVE-2018-4287; 2019-04-03 14:29:05.503000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Multiple memory corruption issues were addressed with improved memory handling. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4286; 2019-04-03 14:29:05.457000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Multiple memory corruption issues were addressed with improved memory handling. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4321; 2019-04-03 14:29:07.643000; NONE; LOW; NETWORK; 5.0;CWE-20;NONE;PARTIAL;NONE;A validation issue existed in the entitlement verification. This issue was addressed with improved validation of the process entitlement. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12.;
MacOS; CVE-2018-4324; 2019-04-03 14:29:07.893000; NONE; MEDIUM; NETWORK; 4.3;CWE-264;NONE;PARTIAL;NONE;A permissions issue existed in the handling of the Apple ID. This issue was addressed with improved access controls. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4285; 2019-04-03 14:29:05.423000; NONE; MEDIUM; NETWORK; 9.3;CWE-704;COMPLETE;COMPLETE;COMPLETE;A type confusion issue was addressed with improved memory handling. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4331; 2019-04-03 14:29:08.207000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4332; 2019-04-03 14:29:08.313000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4153; 2019-04-03 14:29:02.533000; NONE; MEDIUM; NETWORK; 4.3;CWE-74;NONE;NONE;PARTIAL;An injection issue was addressed with improved validation. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4178; 2019-04-03 14:29:02.610000; NONE; LOW; LOCAL; 2.1;CWE-275;NONE;PARTIAL;NONE;A permissions issue existed in which execute permission was incorrectly granted. This issue was addressed with improved permission validation. This issue affected versions prior to macOS High Sierra 10.13.4.;
MacOS; CVE-2018-4289; 2019-04-03 14:29:05.597000; NONE; MEDIUM; NETWORK; 7.1;CWE-200;NONE;COMPLETE;NONE;An information disclosure issue was addressed by removing the vulnerable code. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4288; 2019-04-03 14:29:05.550000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Multiple memory corruption issues were addressed with improved memory handling. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4304; 2019-04-03 14:29:06.157000; NONE; MEDIUM; NETWORK; 4.3;CWE-20;PARTIAL;NONE;NONE;A denial of service issue was addressed with improved validation. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4291; 2019-04-03 14:29:05.690000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Multiple memory corruption issues were addressed with improved memory handling. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4248; 2019-04-03 14:29:03.173000; NONE; LOW; NETWORK; 5.0;CWE-125;NONE;PARTIAL;NONE;An out-of-bounds read was addressed with improved input validation. This issue affected versions prior to iOS 11.4.1, macOS High Sierra 10.13.6, tvOS 11.4.1, watchOS 4.3.2.;
MacOS; CVE-2018-4203; 2019-04-03 14:29:03.003000; NONE; LOW; NETWORK; 5.0;CWE-125;NONE;PARTIAL;NONE;An out-of-bounds read was addressed with improved bounds checking. This issue affected versions prior to iOS 12, macOS Mojave 10.14, tvOS 12, watchOS 5.;
MacOS; CVE-2018-4295; 2019-04-03 14:29:05.860000; NONE; LOW; NETWORK; 7.5;CWE-20;PARTIAL;PARTIAL;PARTIAL;An input validation issue was addressed with improved input validation. This issue affected versions prior to macOS Mojave 10.14.;
MacOS; CVE-2018-4268; 2019-04-03 14:29:04.220000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved memory handling. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4259; 2019-04-03 14:29:03.313000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Multiple memory corruption issues were addressed with improved memory handling. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-4276; 2019-04-03 14:29:05.003000; NONE; LOW; NETWORK; 5.0;CWE-476;PARTIAL;NONE;NONE;A null pointer dereference was addressed with improved validation. This issue affected versions prior to macOS High Sierra 10.13.6.;
MacOS; CVE-2018-5383; 2018-08-07 17:29:00.287000; NONE; MEDIUM; ADJACENT_NETWORK; 4.3;CWE-310;NONE;PARTIAL;PARTIAL;Bluetooth firmware or operating system software drivers in macOS versions before 10.13, High Sierra and iOS versions before 11.4, and Android versions before the 2018-06-05 patch may not sufficiently validate elliptic curve parameters used to generate public keys during a Diffie-Hellman key exchange, which may allow a remote attacker to obtain the encryption key used by the device.;
MacOS; CVE-2018-4251; 2018-06-08 14:29:02.867000; NONE; MEDIUM; NETWORK; 7.1;CWE-284;NONE;NONE;COMPLETE;An issue was discovered in certain Apple products. macOS before 10.13.5 is affected. The issue involves the "Firmware" component. It allows attackers to modify the EFI flash-memory region that a crafted app that has root access.;
MacOS; CVE-2018-12015; 2018-06-07 09:29:00.240000; NONE; LOW; NETWORK; 6.4;CWE-22;PARTIAL;NONE;PARTIAL;In Perl through 5.26.2, the Archive::Tar module allows remote attackers to bypass a directory-traversal protection mechanism, and overwrite arbitrary files, via an archive file containing a symlink and a regular file with the same name.;
MacOS; CVE-2018-18313; 2018-12-07 16:29:00.717000; NONE; LOW; NETWORK; 6.4;CWE-125;PARTIAL;PARTIAL;NONE;Perl before 5.26.3 has a buffer over-read via a crafted regular expression that triggers disclosure of sensitive information from process memory.;
MacOS; CVE-2017-7154; 2017-12-27 12:08:24.203000; NONE; LOW; LOCAL; 5.6;CWE-20;COMPLETE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. The issue involves the "Kernel" component. It allows local users to bypass intended memory-read restrictions or cause a denial of service (system crash).;
MacOS; CVE-2017-13868; 2017-12-25 16:29:14.667000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the "Kernel" component. It allows attackers to bypass intended memory-read restrictions via a crafted app.;
MacOS; CVE-2019-6205; 2019-03-05 11:29:00.637000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved lock state checking. This issue is fixed in iOS 12.1.3, macOS Mojave 10.14.3, tvOS 12.1.2. A malicious application may cause unexpected changes in memory shared between processes.;
MacOS; CVE-2019-6210; 2019-03-05 11:29:00.903000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;A memory corruption issue was addressed with improved input validation. This issue is fixed in iOS 12.1.3, macOS Mojave 10.14.3, tvOS 12.1.2, watchOS 5.1.3. A malicious application may be able to execute arbitrary code with kernel privileges.;
MacOS; CVE-2019-6225; 2019-03-05 11:29:02.217000; NONE; MEDIUM; NETWORK; 6.8;CWE-119;PARTIAL;PARTIAL;PARTIAL;A memory corruption issue was addressed with improved validation. This issue is fixed in iOS 12.1.3, macOS Mojave 10.14.3, tvOS 12.1.2. A malicious application may be able to elevate privileges.;
MacOS; CVE-2019-6223; 2019-03-05 11:29:02.060000; NONE; LOW; NETWORK; 5.0;CWE-200;NONE;PARTIAL;NONE;A logic issue existed in the handling of Group FaceTime calls. The issue was addressed with improved state management. This issue is fixed in iOS 12.1.4, macOS Mojave 10.14.3 Supplemental Update. The initiator of a Group FaceTime call may be able to cause the recipient to answer.;
MacOS; CVE-2018-4277; 2019-01-11 13:29:02.827000; NONE; LOW; NETWORK; 5.0;CWE-20;NONE;NONE;PARTIAL;In iOS before 11.4.1, watchOS before 4.3.2, tvOS before 11.4.1, Safari before 11.1.1, macOS High Sierra before 10.13.6, a spoofing issue existed in the handling of URLs. This issue was addressed with improved input validation.;
MacOS; CVE-2018-4185; 2019-01-11 13:29:01.187000; NONE; LOW; NETWORK; 5.0;CWE-200;NONE;PARTIAL;NONE;In iOS before 11.3, tvOS before 11.3, watchOS before 4.3, and macOS before High Sierra 10.13.4, an information disclosure issue existed in the transition of program state. This issue was addressed with improved state handling.;
MacOS; CVE-2018-4167; 2018-04-03 02:29:07.797000; NONE; HIGH; NETWORK; 7.6;CWE-264;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "File System Events" component. A race condition allows attackers to execute arbitrary code in a privileged context via a crafted app.;
MacOS; CVE-2018-4166; 2018-04-03 02:29:07.750000; NONE; HIGH; NETWORK; 7.6;CWE-264;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "NSURLSession" component. A race condition allows attackers to execute arbitrary code in a privileged context via a crafted app.;
MacOS; CVE-2018-4157; 2018-04-03 02:29:07.203000; NONE; HIGH; NETWORK; 7.6;CWE-264;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "Quick Look" component. A race condition allows attackers to execute arbitrary code in a privileged context via a crafted app.;
MacOS; CVE-2018-4155; 2018-04-03 02:29:07.077000; NONE; HIGH; NETWORK; 7.6;CWE-264;COMPLETE;COMPLETE;COMPLETE;An issue was discovered in certain Apple products. iOS before 11.3 is affected. macOS before 10.13.4 is affected. tvOS before 11.3 is affected. watchOS before 4.3 is affected. The issue involves the "CoreFoundation" component. A race condition allows attackers to execute arbitrary code in a privileged context via a crafted app.;
